Direction,Title,Filename,Size_GB,Quality_Score,Reason,Needs_Review,Will_Replace
Ali → Chris,E.T. the Extra-Terrestrial (1982),E.T. the Extra-Terrestrial (1982) {imdb-tt0083866} [Bluray-2160p][HDR10][DTS-X 7.1][x265]-CtrlHD.mkv,38.81,2330,"Ali's version is higher quality (score: 2330 vs 1800, diff: +530)",YES,E.T.the.Extra-Terrestrial.1982.2160p.UHD.BluRay.x265-DEPTH.mkv
Ali → Chris,Ghostbusters (1984),Ghostbusters (1984) {imdb-tt0087332} - [Remux-2160p Proper][TrueHD Atmos 7.1][DV HDR10][HEVC]-BLURANiUM.mkv,65.23,2530,"Ali's version is higher quality (score: 2530 vs 2250, diff: +280)",YES,Ghostbusters.1984.2160p.UHD.BluRay.REMUX.HDR.HEVC.Atmos-EPSiLON.mkv
Ali → Chris,The Hunger Games (2012),The Hunger Games (2012) {imdb-tt1392170} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-MainFrame.mkv,36.40,2330,"Ali's version is higher quality (score: 2330 vs 2150, diff: +180)",YES,The Hunger Games (2012) Remux-2160p.mkv
Ali → Chris,Edge of Tomorrow (2014),Edge of Tomorrow (2014) {imdb-tt1631867} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-SPHD.mkv,36.83,2330,"Ali's version is higher quality (score: 2330 vs 2200, diff: +130)",YES,Edge of Tomorrow.2014.2160p.UHD.BluRay.HDR.DoVi.TrueHD 7.1.Atmos.x265-SPHD.mkv
Ali → Chris,Deadpool 2 (2018),Deadpool 2 (2018) {imdb-tt5463162} [Bluray-2160p][HDR10][TrueHD Atmos 7.1][x265]-MainFrame.mkv,29.62,2350,"Ali's version is higher quality (score: 2350 vs 2000, diff: +350)",YES,Deadpool 2 (2018) Remux-2160p.mkv
Ali → Chris,Star Trek VI The Undiscovered Country (1991),Star Trek VI The Undiscovered Country (1991) {imdb-tt0102975} {edition-Theatrical Cut} [Bluray-2160p][DV HDR10][EAC3 7.1][x265]-hallowed.mkv,14.53,2230,"Ali's version is higher quality (score: 2230 vs 1800, diff: +430)",YES,Star Trek VI The Undiscovered Country (1991) Bluray-2160p.mkv
Ali → Chris,The Hunger Games Mockingjay - Part 2 (2015),The Hunger Games Mockingjay Part 2 (2015) {imdb-tt1951266} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-MainFrame.mkv,26.62,2330,"Ali's version is higher quality (score: 2330 vs 2150, diff: +180)",YES,The Hunger Games Mockingjay - Part 2 (2015) Remux-2160p.mkv
Ali → Chris,Deadpool 3 (2024),Deadpool and Wolverine (2024) {imdb-tt6263850} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,26.48,2330,"Ali's version is higher quality (score: 2330 vs 2030, diff: +300)",YES,Deadpool and Wolverine (2024) {imdb-tt6263850} [WEBDL-2160p][DV HDR10Plus][EAC3 Atmos 5.1][h265]-FLUX.mkv
Ali → Chris,Apocalypse Now (1979),Apocalypse Now (1979) {imdb-tt0078788} {edition-Theatrical Cut} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,37.35,2330,"Ali's version is higher quality (score: 2330 vs 1800, diff: +530)",YES,Apocalypse.Now.1979.Redux.2160p.UHD.BluRay.x265-JustWatch.mkv
Ali → Chris,The Hunt for Red October (1990),The Hunt for Red October (1990) {imdb-tt0099810} [Bluray-2160p][DV HDR10][TrueHD 5.1][x265]-W4NK3R.mkv,34.40,2330,"Ali's version is higher quality (score: 2330 vs 2050, diff: +280)",YES,The Hunt for Red October.1990.2160p.UHD.BluRay.TrueHD5.1.x265-HQMUX.mkv
Ali → Chris,Twisters (2024),Twisters (2024) {imdb-tt12584954} [Bluray-2160p][DV HDR10Plus][TrueHD Atmos 7.1][x265]-SPHD.mkv,50.12,2330,"Ali's version is higher quality (score: 2330 vs 2030, diff: +300)",YES,Twisters (2024) {imdb-tt12584954} [WEBDL-2160p][DV HDR10Plus][EAC3 Atmos 5.1][h265]-FLUX.mkv
Ali → Chris,Captain America The First Avenger (2011),Captain America The First Avenger (2011) {imdb-tt0458339} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-KeYBLaDE.mkv,24.25,2330,"Ali's version is higher quality (score: 2330 vs 2050, diff: +280)",YES,Captain.America.The.First.Avenger.2011.2160p.UHD.BluRay.HDR.Atmos.x265-Absinth.mkv
Ali → Chris,Star Trek First Contact (1996),Star Trek First Contact (1996) {imdb-tt0117731} [Bluray-2160p][DV HDR10][TrueHD 7.1][x265]-SPHD.mkv,32.77,2330,"Ali's version is higher quality (score: 2330 vs 1700, diff: +630)",YES,Star.Trek.VIII.First.Contact.1996.2160p.WEB-DL.DDP5.1.H.265-ABBiE.mkv
Ali → Chris,The Dark Knight Rises (2012),The Dark Knight Rises (2012) {imdb-tt1345836} [Hybrid][Remux-2160p][DV HDR10][DTS-HD MA 5.1][HEVC]-FraMeSToR.mkv,69.98,2280,"Ali's version is higher quality (score: 2280 vs 2000, diff: +280)",YES,The Dark Knight Rises 2012 2160p UHD Blu-ray Remux HEVC DTS-HD MA 5.1 - BluDragon.mkv
Ali → Chris,Iron Man 3 (2013),Iron Man 3 (2013) {imdb-tt1300854} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-MainFrame.mkv,18.75,2330,"Ali's version is higher quality (score: 2330 vs 2300, diff: +30)",YES,Iron.Man.3.2013.2160p.UHD.BluRay.TrueHD.7.1.HDR.x265-CtrlHD.mkv
Ali → Chris,The Hunger Games Catching Fire (2013),The Hunger Games Catching Fire (2013) {imdb-tt1951264} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-MainFrame.mkv,37.53,2330,"Ali's version is higher quality (score: 2330 vs 2150, diff: +180)",YES,The Hunger Games Catching Fire (2013) Remux-2160p.mkv
Ali → Chris,The Hunger Games Mockingjay - Part 1 (2014),The Hunger Games Mockingjay Part 1 (2014) {imdb-tt1951265} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-MainFrame.mkv,22.41,2330,"Ali's version is higher quality (score: 2330 vs 2150, diff: +180)",YES,The Hunger Games Mockingjay - Part 1 (2014) Remux-2160p.mkv
Ali → Chris,The Lord of the Rings The Return of the King (2003),The Lord of the Rings The Return of the King (2003) {imdb-tt0167260} {edition-Extended} [Remux-2160p][DV HDR10][TrueHD Atmos 7.1][HEVC]-FraMeSToR.mkv,131.43,2531,"Ali's version is higher quality (score: 2531 vs 2001, diff: +530)",YES,The Lord of the Rings The Return of the King (2003) Remux-2160p.mkv
Ali → Chris,Joker (2019),Joker (2019) {imdb-tt7286456} [Bluray-2160p][HDR10][TrueHD Atmos 7.1][x265]-MgB.mkv,21.82,2350,"Ali's version is higher quality (score: 2350 vs 2250, diff: +100)",YES,Joker.2019.2160p.UHD.BluRay.REMUX.HDR.HEVC.Atmos-EPSiLON.mkv
Ali → Chris,Star Trek The Motion Picture (1979),Star Trek The Motion Picture (1979) {imdb-tt0079945} [Bluray-2160p][DV][TrueHD Atmos 7.1][x265]-VD0N.mkv,42.69,2200,"Ali's version is higher quality (score: 2200 vs 2150, diff: +50)",YES,Star Trek The Motion Picture (1979) Remux-2160p.mkv
Ali → Chris,Avengers Endgame (2019),Avengers Endgame (2019) {imdb-tt4154796} [Hybrid][Remux-2160p][DV HDR10][TrueHD Atmos 7.1][HEVC]-FraMeSToR.mkv,53.90,2530,"Ali's version is higher quality (score: 2530 vs 2250, diff: +280)",YES,Avengers.Endgame.2019.2160p.UHD.BluRay.REMUX.HDR.HEVC.Atmos-EPSiLON.mkv
Ali → Chris,Braveheart (1995),Braveheart (1995) {imdb-tt0112573} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-MainFrame.mkv,64.03,2330,"Ali's version is higher quality (score: 2330 vs 1800, diff: +530)",YES,Braveheart.1995.2160p.UHD.BluRay.X265-IAMABLE.mkv
Ali → Chris,Pitch Black (2000),Pitch Black (2000) {imdb-tt0134847} {edition-Director's Cut} [Remux-2160p][DV HDR10][TrueHD Atmos 7.1][HEVC]-FraMeSToR.mkv,48.27,2530,"Ali's version is higher quality (score: 2530 vs 2290, diff: +240)",YES,Pitch.Black.2000.Directors.Cut.REPACK.2160p.UHD.BluRay.DTS-HD.MA.5.1.HDR.x265-CtrlHD.mkv
Ali → Chris,Rocketman (2019),Rocketman (2019) {imdb-tt2066051} [Bluray-2160p][DV HDR10][EAC3 7.1][x265]-HONE.mkv,15.36,2230,"Ali's version is higher quality (score: 2230 vs 1800, diff: +430)",YES,Rocketman 2019 2160p UHD Blu-ray HEVC Atmos x265 - SumVision.mkv
Ali → Chris,The Matrix Resurrections (2021),The Matrix Resurrections (2021) {imdb-tt10838180} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,47.55,2330,"Ali's version is higher quality (score: 2330 vs 1750, diff: +580)",YES,The Matrix Resurrections (2021) WEBDL-2160p.mkv
Ali → Chris,The Avengers (2012),The Avengers (2012) {imdb-tt0848228} [Hybrid][Remux-2160p][DV HDR10][TrueHD Atmos 7.1][HEVC]-FraMeSToR.mkv,50.06,2530,"Ali's version is higher quality (score: 2530 vs 2250, diff: +280)",YES,The.Avengers.2012.REPACK.2160p.UHD.BluRay.REMUX.HDR.HEVC.Atmos-EPSiLON.mkv
Ali → Chris,Inception (2010),Inception (2010) {imdb-tt1375666} [Bluray-2160p][DV HDR10][DTS-HD MA 5.1][x265]-MainFrame.mkv,35.33,2080,"Ali's version is higher quality (score: 2080 vs 1800, diff: +280)",YES,Inception.2010.2160p.UHD.BluRay.x265-TERMiNAL.mkv
Ali → Chris,Black Widow (2021),Black Widow (2021) {imdb-tt3480822} [Bluray-2160p Proper][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,26.99,2330,"Ali's version is higher quality (score: 2330 vs 2050, diff: +280)",YES,Black.Widow.2021.2160p.UHD.BluRay.HDR.x265.Atmos.TrueHD7.1-HDChina.mkv
Ali → Chris,Dracula (1992),Bram Stokers Dracula (1992) {imdb-tt0103874} [Remux-2160p][DV HDR10][TrueHD Atmos 7.1][HEVC]-FraMeSToR.mkv,61.28,2530,"Ali's version is higher quality (score: 2530 vs 2000, diff: +530)",YES,Bram Stoker's Dracula 1992 2160p UHD Blu-Ray Remux HEVC Atmos - BluDragon.mkv
Ali → Chris,Dunkirk (2017),Dunkirk (2017) {imdb-tt5013056} [Bluray-2160p][DV HDR10][DTS-HD MA 5.1][x265]-W4NK3R.mkv,19.98,2080,"Ali's version is higher quality (score: 2080 vs 2050, diff: +30)",YES,Dunkirk 2017 2160p UHD BluRay HDR DTS x265-SadeceBluRay.mkv
Ali → Chris,Hacksaw Ridge (2016),Hacksaw Ridge (2016) {imdb-tt2119532} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-MainFrame.mkv,27.61,2330,"Ali's version is higher quality (score: 2330 vs 1800, diff: +530)",YES,Hacksaw.Ridge.2016.2160p.UHD.BluRay.x265-TERMiNAL.mkv
Ali → Chris,Passengers (2016),Passengers (2016) {imdb-tt1355644} [Hybrid][Remux-2160p][DV HDR10][TrueHD Atmos 7.1][HEVC]-FraMeSToR.mkv,47.84,2530,"Ali's version is higher quality (score: 2530 vs 2250, diff: +280)",YES,Passengers.2016.2160p.UHD.BluRay.REMUX.HDR.HEVC.Atmos-EPSiLON.mkv
Ali → Chris,Blade (1998),Blade (1998) {imdb-tt0120611} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-MainFrame.mkv,33.06,2330,"Ali's version is higher quality (score: 2330 vs 1800, diff: +530)",YES,Blade (1998) Bluray-2160p.mkv
Ali → Chris,Logan (2017),Logan (2017) {imdb-tt3315342} [Bluray-2160p][HDR10][TrueHD Atmos 7.1][x265]-CtrlHD.mkv,19.58,2350,"Ali's version is higher quality (score: 2350 vs 1800, diff: +550)",YES,Logan.2017.2160p.UHD.BluRay.x265-TERMiNAL.mkv
Ali → Chris,Gladiator (2000),Gladiator (2000) {imdb-tt0172495} {edition-Extended Cut} [Remux-2160p][DV HDR10][DTS-X 7.1][HEVC]-FraMeSToR.mkv,69.42,2510,"Ali's version is higher quality (score: 2510 vs 2230, diff: +280)",YES,Gladiator.2000.Extended.UHD.BluRay.2160p.DTS-X.7.1.HEVC.REMUX-FraMeSToR.mkv
Ali → Chris,V for Vendetta (2005),V for Vendetta (2006) {imdb-tt0434409} - [Hybrid][Remux-2160p][TrueHD Atmos 7.1][DV HDR10][HEVC]-FraMeSToR.mkv,66.01,2530,"Ali's version is higher quality (score: 2530 vs 2000, diff: +530)",YES,V.for.Vendetta.2005.UHD.BluRay.2160p.TrueHD.Atmos.7.1.HEVC.REMUX-FraMeSToR.mkv
Ali → Chris,Uncharted (2022),Uncharted (2022) {imdb-tt1464335} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,29.88,2330,"Ali's version is higher quality (score: 2330 vs 1600, diff: +730)",YES,Uncharted (2022) WEBDL-2160p.mkv
Ali → Chris,Godzilla vs. Kong (2021),Godzilla vs. Kong (2021) {imdb-tt5034838} [Bluray-2160p][DV HDR10Plus][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,25.52,2330,"Ali's version is higher quality (score: 2330 vs 2050, diff: +280)",YES,Godzilla.vs.Kong.2021.2160p.UHD.BluRay.HDR.x265.Atmos.TrueHD7.1-HDChina.mkv
Ali → Chris,Iron Man (2008),Iron Man (2008) {imdb-tt0371746} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-MainFrame.mkv,25.92,2330,"Ali's version is higher quality (score: 2330 vs 2100, diff: +230)",YES,Iron.Man.2008.2160p.UHD.Bluray.x265.HDR10.Atmos.TrueHD.7.1-4K4U.mkv
Ali → Chris,Captain Marvel (2019),Captain Marvel (2019) {imdb-tt4154664} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,25.46,2330,"Ali's version is higher quality (score: 2330 vs 2000, diff: +330)",YES,Captain Marvel (2019) Remux-2160p.mkv
Ali → Chris,The Empire Strikes Back (1980),The Empire Strikes Back (1980) {imdb-tt0080684} [Bluray-2160p][HDR10][TrueHD Atmos 7.1][x265]-HQMUX.mkv,27.57,2350,"Ali's version is higher quality (score: 2350 vs 1800, diff: +550)",YES,The Empire Strikes Back (1980) Bluray-2160p.mkv
Ali → Chris,Guardians of the Galaxy (2014),Guardians of the Galaxy (2014) {imdb-tt2015381} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-SPHD.mkv,22.51,2330,"Ali's version is higher quality (score: 2330 vs 2300, diff: +30)",YES,Guardians.Of.The.Galaxy.2014.2160p.UHD.BluRay.TrueHD.7.1.HDR.x265-CtrlHD.mkv
Ali → Chris,Return of the Jedi (1983),Return of the Jedi (1983) {imdb-tt0086190} - [Hybrid][Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-HiDt.mkv,29.75,2330,"Ali's version is higher quality (score: 2330 vs 2000, diff: +330)",YES,Return of the Jedi (1983) Remux-2160p.mkv
Ali → Chris,Bohemian Rhapsody (2018),Bohemian Rhapsody (2018) {imdb-tt1727824} [Bluray-2160p][HDR10Plus][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,26.35,2150,"Ali's version is higher quality (score: 2150 vs 2000, diff: +150)",YES,Bohemian Rhapsody (2018) Remux-2160p.mkv
Ali → Chris,Pacific Rim (2013),Pacific Rim (2013) {imdb-tt1663662} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-MainFrame.mkv,17.21,2330,"Ali's version is higher quality (score: 2330 vs 2150, diff: +180)",YES,Pacific.Rim.2013.UHD.BluRay.2160p.DD.5.1.HDR.x265-BHDStudio.mp4
Ali → Chris,The Lord of the Rings The Two Towers (2002),The.Lord.of.the.Rings.The.Two.Towers.2002.Extended.UHD.BluRay.2160p.TrueHD.Atmos.7.1.DV.HEVC.REMUX-FraMeSToR.mkv,112.30,2151,"Ali's version is higher quality (score: 2151 vs 2001, diff: +150)",YES,The Lord of the Rings The Two Towers (2002) Remux-2160p.mkv
Ali → Chris,Furious 7 (2015),Furious.Seven.2015.Extended.2160p.UHD.BluRay.DTS-HD.HR.7.1.HDR.x265-CtrlHD.mkv,25.91,2050,"Ali's version is higher quality (score: 2050 vs 2000, diff: +50)",YES,Furious 7 (2015) Remux-2160p.mkv
Ali → Chris,Black Adam (2022),Black Adam.2022.2160p.UHD.BluRay.HDR.DoVi.TrueHD 7.1.Atmos.x265-SPHD.mkv,31.24,2200,"Ali's version is higher quality (score: 2200 vs 1750, diff: +450)",YES,Black Adam (2022) WEBDL-2160p Proper.mkv
Ali → Chris,John Wick (2014),John Wick (2014) {imdb-tt2911666} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-SPHD.mkv,40.61,2330,"Ali's version is higher quality (score: 2330 vs 2050, diff: +280)",YES,John.Wick.2014.2160p.UHD.BluRay.HDR.TrueHD.Atmos.7.1.x265-Absinth.mkv
Ali → Chris,Star Trek III The Search for Spock (1984),Star Trek III The Search for Spock (1984) {imdb-tt0088170} [Bluray-2160p Proper][DV HDR10][EAC3 7.1][x265]-hallowed.mkv,13.88,2230,"Ali's version is higher quality (score: 2230 vs 2150, diff: +80)",YES,Star.Trek.III.The.Search.for.Spock.1984.UHD.BluRay.2160p.DD.5.1.HDR.x265-BHDStudio.mp4
Ali → Chris,Star Trek V The Final Frontier (1989),Star Trek V The Final Frontier (1989) {imdb-tt0098382} [Bluray-2160p][DV HDR10][EAC3 7.1][x265]-hallowed.mkv,14.04,2230,"Ali's version is higher quality (score: 2230 vs 1800, diff: +430)",YES,Star Trek V The Final Frontier (1989) Bluray-2160p.mkv
Ali → Chris,Zombieland (2009),Zombieland (2009) {imdb-tt1156398} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-MainFrame.mkv,22.75,2330,"Ali's version is higher quality (score: 2330 vs 1800, diff: +530)",YES,Zombieland.2009.2160p.UHD.BluRay.X265-IAMABLE.mkv
Ali → Chris,Mortal Kombat (2021),Mortal Kombat (2021) {imdb-tt0293429} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-HQMUX.mkv,33.14,2350,"Ali's version is higher quality (score: 2350 vs 2330, diff: +20)",YES,Mortal Kombat (2021) {imdb-tt0293429} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-LEGi0N.mkv
Ali → Chris,Heat (1995),Heat (1995) {imdb-tt0113277} [Remux-2160p][HDR10][DTS-HD MA 5.1][HEVC]-FraMeSToR.mkv,54.69,2300,"Ali's version is higher quality (score: 2300 vs 2090, diff: +210)",YES,Heat.1995.Directors.Definitive.Edition.2160p.HDR.WEB-DL.DTS-HD.MA.5.1.HEVC-BLUTONiUM.mkv
Ali → Chris,Indiana Jones and the Temple of Doom (1984),Indiana Jones and the Temple of Doom (1984) {imdb-tt0087469} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,39.66,2330,"Ali's version is higher quality (score: 2330 vs 1800, diff: +530)",YES,indiana.jones.and.the.temple.of.doom.1984.2160p.uhd.bluray.x265-seskapile.mkv
Ali → Chris,Apollo 13 (1995),Apollo.13.1995.UHD.BluRay.2160p.DTS-X.7.1.HEVC.REMUX-FraMeSToR-Scrambled.mkv,44.12,2230,"Ali's version is higher quality (score: 2230 vs 2000, diff: +230)",YES,Apollo 13 (1995) Remux-2160p.mkv
Ali → Chris,Red Sparrow (2018),Red Sparrow (2018) {imdb-tt2873282} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-MainFrame.mkv,21.07,2330,"Ali's version is higher quality (score: 2330 vs 1800, diff: +530)",YES,Red.Sparrow.2018.2160p.UHD.BluRay.x265-WhiteRhino.mkv
Ali → Chris,Iron Man 2 (2010),Iron Man 2 (2010) {imdb-tt1228705} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-MainFrame.mkv,24.31,2330,"Ali's version is higher quality (score: 2330 vs 2050, diff: +280)",YES,Iron.Man.2.2010.2160p.UHD.BluRay.HDR.Atmos.x265-Absinth.mkv
Ali → Chris,The Matrix (1999),The Matrix (1999) {imdb-tt0133093} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,40.09,2330,"Ali's version is higher quality (score: 2330 vs 2000, diff: +330)",YES,The.Matrix.1999.UHD.BluRay.2160p.TrueHD.Atmos.7.1.HEVC.REMUX-FraMeSToR.mkv
Ali → Chris,Earth One Amazing Day (2017),Earth One Amazing Day (2017) {imdb-tt6238896} [Remux-2160p][DV HDR10][TrueHD Atmos 7.1][HEVC]-FraMeSToR.mkv,48.74,2530,"Ali's version is higher quality (score: 2530 vs 2250, diff: +280)",YES,Earth.One.Amazing.Day.2017.2160p.UHD.BluRay.REMUX.HDR.HEVC.Atmos-EPSiLON.mkv
Ali → Chris,Star Trek II The Wrath of Khan (1982),Star Trek II The Wrath of Khan (1982) {imdb-tt0084726} {edition-Theatrical Cut} [Bluray-2160p Proper][DV HDR10][EAC3 7.1][x265]-hallowed.mkv,14.90,2230,"Ali's version is higher quality (score: 2230 vs 2150, diff: +80)",YES,Star.Trek.II.The.Wrath.of.Khan.1982.Director's.Cut.UHD.BluRay.2160p.DD.5.1.HDR.x265-BHDStudio.mp4
Ali → Chris,Kingdom of Heaven (2005),Kingdom of Heaven (2005) {imdb-tt0320661} {edition-Director's Cut} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-SPHD.mkv,52.19,2330,"Ali's version is higher quality (score: 2330 vs 2050, diff: +280)",YES,Kingdom of Heaven (2005) {imdb-tt0320661} {edition-Theatrical} [WEBDL-2160p][HDR10][EAC3 5.1][h265]-SMURF.mkv
Ali → Chris,300 (2006),300 (2006) {imdb-tt0416449} [Hybrid][Remux-2160p][DV HDR10][TrueHD Atmos 7.1][HEVC]-FraMeSToR.mkv,52.82,2530,"Ali's version is higher quality (score: 2530 vs 2000, diff: +530)",YES,300.2006.UHD.BluRay.2160p.TrueHD.Atmos.7.1.HEVC.REMUX-FraMeSToR.mkv
Ali → Chris,Indiana Jones and the Kingdom of the Crystal Skull (2008),Indiana Jones and the Kingdom of the Crystal Skull (2008) {imdb-tt0367882} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,32.87,2330,"Ali's version is higher quality (score: 2330 vs 2300, diff: +30)",YES,Indiana.Jones.and.the.Kingdom.of.the.Crystal.Skull.2008.2160p.HDR.UHD.BluRay.TrueHD.7.1.Atmos.2Audio.x265-10bit-HDS.mkv
Ali → Chris,The Lord of the Rings The Fellowship of the Ring (2001),The.Lord.of.the.Rings.The.Fellowship.of.the.Ring.2001.Extended.UHD.BluRay.2160p.TrueHD.Atmos.7.1.DV.HEVC.REMUX-FraMeSToR.mkv,117.37,2151,"Ali's version is higher quality (score: 2151 vs 2001, diff: +150)",YES,The Lord of the Rings The Fellowship of the Ring (2001) Remux-2160p.mkv
Ali → Chris,Jurassic Park (1993),Jurassic Park (1993) {imdb-tt0107290} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-HiDt.mkv,42.48,2330,"Ali's version is higher quality (score: 2330 vs 2150, diff: +180)",YES,Jurassic.Park.1993.UHD.BluRay.2160p.DD.5.1.HDR.x265-BHDStudio.mp4
Ali → Chris,The Lost World Jurassic Park (1997),The Lost World Jurassic Park (1997) {imdb-tt0119567} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-HiDt.mkv,32.99,2330,"Ali's version is higher quality (score: 2330 vs 2150, diff: +180)",YES,The.Lost.World.Jurassic.Park.1997.UHD.BluRay.2160p.DD.5.1.HDR.x265-BHDStudio.mp4
Ali → Chris,Avatar The Way of Water (2022),Avatar The Way of Water (2022) {imdb-tt1630029} [Bluray-2160p][HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,54.67,2350,"Ali's version is higher quality (score: 2350 vs 1600, diff: +750)",YES,Avatar The Way of Water (2022) WEBDL-2160p.mkv
Ali → Chris,The Revenant (2015),The Revenant (2015) {imdb-tt1663202} {edition-Open Matte} [Remux-2160p][DV HDR10Plus][TrueHD Atmos 7.1][h265]-Benflix.mkv,69.33,2530,"Ali's version is higher quality (score: 2530 vs 2240, diff: +290)",YES,The.Revenant.2015.UHD.BluRay.2160p.DTS-HD.MA.7.1.HEVC.REMUX-FraMeSToR-AsRequested.mkv
Ali → Chris,Wonder Woman 1984 (2020),Wonder Woman 1984 (2020) {imdb-tt7126948} {edition-Imax} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,44.00,2330,"Ali's version is higher quality (score: 2330 vs 2300, diff: +30)",YES,Wonder.Woman.2017.2160p.UHD.BluRay.TrueHD.7.1.HDR.x265-CtrlHD.mkv
Ali → Chris,Star Trek (2009),Star Trek (2009) {imdb-tt0796366} [Bluray-2160p][HDR10][TrueHD Atmos 7.1][x265]-CtrlHD.mkv,43.37,2350,"Ali's version is higher quality (score: 2350 vs 1800, diff: +550)",YES,Star.Trek.2009.2160p.UHD.BluRay.X265-IAMABLE.mkv
Ali → Chris,Raiders of the Lost Ark (1981),Raiders of the Lost Ark (1981) {imdb-tt0082971} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,36.91,2330,"Ali's version is higher quality (score: 2330 vs 2100, diff: +230)",YES,Raiders.Of.The.Lost.Ark.1981.2160p.UHD.Bluray.x265.HDR10.Atmos.TrueHD.7.1-4K4U.mkv
Ali → Chris,Shazam! Fury of the Gods (2023),Shazam! Fury of the Gods (2023) {imdb-tt10151854} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,37.69,2330,"Ali's version is higher quality (score: 2330 vs 2150, diff: +180)",YES,Shazam! Fury of the Gods (2023) Remux-2160p.mkv
Ali → Chris,Spider-Man No Way Home (2021),Spider-Man No Way Home (2021) {imdb-tt10872600} [Bluray-2160p Proper][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,22.66,2330,"Ali's version is higher quality (score: 2330 vs 1600, diff: +730)",YES,Spider-Man No Way Home (2021) WEBDL-2160p.mkv
Ali → Chris,The Martian (2015),The Martian (2015) {imdb-tt3659388} {edition-Extended Cut} [Bluray-2160p][HDR10][TrueHD Atmos 7.1][x265]-CtrlHD.mkv,33.54,2350,"Ali's version is higher quality (score: 2350 vs 2300, diff: +50)",YES,The.Martian.2015.EXTENDED.2160p.BluRay.x265.10bit.HDR.TrueHD.7.1.Atmos-TERMiNAL.mkv
Ali → Chris,Star Trek IV The Voyage Home (1986),Star Trek IV The Voyage Home (1986) {imdb-tt0092007} [Bluray-2160p Proper][DV HDR10][EAC3 7.1][x265]-hallowed.mkv,15.68,2230,"Ali's version is higher quality (score: 2230 vs 2150, diff: +80)",YES,Star.Trek.IV.The.Voyage.Home.1986.UHD.BluRay.2160p.DD.5.1.HDR.x265-BHDStudio.mp4
Chris → Ali,Independence Day (1996),Independence Day (1996) Remux-2160p Proper.mkv,43.31,2000,Only Chris has this file,NO,N/A
Chris → Ali,Doctor Strange (2016),Doctor Strange (2016) Remux-2160p.mkv,45.57,2150,Only Chris has this file,NO,N/A
Chris → Ali,The Outfit (2022),The Outfit (2022) WEBDL-2160p.mkv,11.00,1600,Only Chris has this file,NO,N/A
Chris → Ali,Ghostbusters Afterlife (2021),Ghostbusters Afterlife (2021) WEBDL-2160p.mkv,13.09,1600,Only Chris has this file,NO,N/A
Chris → Ali,Oblivion (2013),Oblivion (2013) Remux-2160p.mkv,52.38,2000,Only Chris has this file,NO,N/A
